site,lat,long,year,month,ppt
BM,36.06,-118.39,2010,6,0.407000005245209
BM,36.06,-118.39,2010,7,0.017000000923872
BM,36.06,-118.39,2010,8,0
BM,36.06,-118.39,2010,9,0
BM,36.06,-118.39,2010,10,20.9629993438721
BM,36.06,-118.39,2010,11,73.2249984741211
BM,36.06,-118.39,2010,12,611.143981933594
BM,36.06,-118.39,2011,1,55.4729995727539
BM,36.06,-118.39,2011,2,74.8010025024414
BM,36.06,-118.39,2011,3,152.802993774414
BM,36.06,-118.39,2011,4,31.625
BM,36.06,-118.39,2011,5,43.8339996337891
BM,36.06,-118.39,2011,6,5.89099979400635
BM,36.06,-118.39,2011,7,22.818000793457
BM,36.06,-118.39,2011,8,25.9529991149902
BM,36.06,-118.39,2011,9,8.08100032806396
BM,36.06,-118.39,2011,10,46.3759994506836
BM,36.06,-118.39,2011,11,48.5050010681152
BM,36.06,-118.39,2011,12,1.37199997901917
BM,36.06,-118.39,2012,1,127.307998657227
BM,36.06,-118.39,2012,2,31.2900009155273
BM,36.06,-118.39,2012,3,70.1380004882812
BM,36.06,-118.39,2012,4,90.677001953125
BM,36.06,-118.39,2012,5,0
BM,36.06,-118.39,2012,6,0
BM,36.06,-118.39,2012,7,0
BM,36.06,-118.39,2012,8,3.32800006866455
BM,36.06,-118.39,2012,9,0.601000010967255
BM,36.06,-118.39,2012,10,4.79099988937378
BM,36.06,-118.39,2012,11,19.2150001525879
BM,36.06,-118.39,2012,12,144.903594970703
BM,36.06,-118.39,1900,1,117.676002502441
BM,36.06,-118.39,1900,2,40.556999206543
BM,36.06,-118.39,1900,3,99.8190002441406
BM,36.06,-118.39,1900,4,66.1490020751953
BM,36.06,-118.39,1900,5,37.5219993591309
BM,36.06,-118.39,1900,6,3.08999991416931
BM,36.06,-118.39,1900,7,11.1319999694824
BM,36.06,-118.39,1900,8,0
BM,36.06,-118.39,1900,9,14.289999961853
BM,36.06,-118.39,1900,10,47.1529998779297
BM,36.06,-118.39,1900,11,166.744003295898
BM,36.06,-118.39,1900,12,61.3839988708496
BM,36.06,-118.39,1904,1,56.5740013122559
BM,36.06,-118.39,1904,2,342.067993164062
BM,36.06,-118.39,1904,3,322.311004638672
BM,36.06,-118.39,1904,4,78.2289962768555
BM,36.06,-118.39,1904,5,12.9689998626709
BM,36.06,-118.39,1904,6,0
BM,36.06,-118.39,1904,7,11.4250001907349
BM,36.06,-118.39,1904,8,42.1189994812012
BM,36.06,-118.39,1904,9,56.6479988098145
BM,36.06,-118.39,1904,10,61.4189987182617
BM,36.06,-118.39,1904,11,13.7320003509521
BM,36.06,-118.39,1904,12,83.8199996948242
BM,36.06,-118.39,1920,1,28.4680004119873
BM,36.06,-118.39,1920,2,97.1019973754883
BM,36.06,-118.39,1920,3,238.106994628906
BM,36.06,-118.39,1920,4,103.237998962402
BM,36.06,-118.39,1920,5,1.05999994277954
BM,36.06,-118.39,1920,6,11.2569999694824
BM,36.06,-118.39,1920,7,0
BM,36.06,-118.39,1920,8,34.9879989624023
BM,36.06,-118.39,1920,9,0.180999994277954
BM,36.06,-118.39,1920,10,42.0579986572266
BM,36.06,-118.39,1920,11,75.7669982910156
BM,36.06,-118.39,1920,12,126.732002258301
BM,36.06,-118.39,1921,1,180.069000244141
BM,36.06,-118.39,1921,2,76.7269973754883
BM,36.06,-118.39,1921,3,90.3450012207031
BM,36.06,-118.39,1921,4,19.701000213623
BM,36.06,-118.39,1921,5,74.5640029907227
BM,36.06,-118.39,1921,6,7.44399976730347
BM,36.06,-118.39,1921,7,7.41200017929077
BM,36.06,-118.39,1921,8,3.28200006484985
BM,36.06,-118.39,1921,9,10.2250003814697
BM,36.06,-118.39,1921,10,9.10799980163574
BM,36.06,-118.39,1921,11,10.6040000915527
BM,36.06,-118.39,1921,12,294.602996826172
BM,36.06,-118.39,1922,1,137.529006958008
BM,36.06,-118.39,1922,2,185.714004516602
BM,36.06,-118.39,1922,3,120.125999450684
BM,36.06,-118.39,1922,4,19.628999710083
BM,36.06,-118.39,1922,5,53.2400016784668
BM,36.06,-118.39,1922,6,12.4580001831055
BM,36.06,-118.39,1922,7,23.121000289917
BM,36.06,-118.39,1922,8,7.89300012588501
BM,36.06,-118.39,1922,9,0
BM,36.06,-118.39,1922,10,20.9209995269775
BM,36.06,-118.39,1922,11,93.6890029907227
BM,36.06,-118.39,1922,12,183.016998291016
BM,36.06,-118.39,1930,1,180.393997192383
BM,36.06,-118.39,1930,2,113.96199798584
BM,36.06,-118.39,1930,3,100.919998168945
BM,36.06,-118.39,1930,4,41.6759986877441
BM,36.06,-118.39,1930,5,70.3539962768555
BM,36.06,-118.39,1930,6,0
BM,36.06,-118.39,1930,7,0
BM,36.06,-118.39,1930,8,0
BM,36.06,-118.39,1930,9,14.6920003890991
BM,36.06,-118.39,1930,10,2.67199993133545
BM,36.06,-118.39,1930,11,105.341003417969
BM,36.06,-118.39,1930,12,1.49899995326996
BM,36.06,-118.39,1931,1,112.876998901367
BM,36.06,-118.39,1931,2,69.9049987792969
BM,36.06,-118.39,1931,3,32.6030006408691
BM,36.06,-118.39,1931,4,44.9879989624023
BM,36.06,-118.39,1931,5,52.2449989318848
BM,36.06,-118.39,1931,6,25.7439994812012
BM,36.06,-118.39,1931,7,4.06400012969971
BM,36.06,-118.39,1931,8,37.8979988098145
BM,36.06,-118.39,1931,9,2.54399991035461
BM,36.06,-118.39,1931,10,2.86700010299683
BM,36.06,-118.39,1931,11,98.7030029296875
BM,36.06,-118.39,1931,12,335.009002685547
BM,36.06,-118.39,1937,1,157.807006835938
BM,36.06,-118.39,1937,2,302.151000976562
BM,36.06,-118.39,1937,3,166.787994384766
BM,36.06,-118.39,1937,4,52.173999786377
BM,36.06,-118.39,1937,5,0.0399999991059303
BM,36.06,-118.39,1937,6,0
BM,36.06,-118.39,1937,7,6.40000009536743
BM,36.06,-118.39,1937,8,0
BM,36.06,-118.39,1937,9,0.126000002026558
BM,36.06,-118.39,1937,10,4.97399997711182
BM,36.06,-118.39,1937,11,30.1700000762939
BM,36.06,-118.39,1937,12,303.890014648438
BM,36.06,-118.39,1938,1,137.261001586914
BM,36.06,-118.39,1938,2,303.247985839844
BM,36.06,-118.39,1938,3,321.714996337891
BM,36.06,-118.39,1938,4,103.996002197266
BM,36.06,-118.39,1938,5,19.0879993438721
BM,36.06,-118.39,1938,6,2.36800003051758
BM,36.06,-118.39,1938,7,22.1410007476807
BM,36.06,-118.39,1938,8,17.44700050354
BM,36.06,-118.39,1938,9,7.71000003814697
BM,36.06,-118.39,1938,10,36.7080001831055
BM,36.06,-118.39,1938,11,31.4220008850098
BM,36.06,-118.39,1938,12,56.6759986877441
BM,36.06,-118.39,1953,1,167.636001586914
BM,36.06,-118.39,1953,2,2.4449999332428
BM,36.06,-118.39,1953,3,70.8170013427734
BM,36.06,-118.39,1953,4,85.7679977416992
BM,36.06,-118.39,1953,5,46.9189987182617
BM,36.06,-118.39,1953,6,17.7490005493164
BM,36.06,-118.39,1953,7,11.5179996490479
BM,36.06,-118.39,1953,8,14.6669998168945
BM,36.06,-118.39,1953,9,0
BM,36.06,-118.39,1953,10,13.4540004730225
BM,36.06,-118.39,1953,11,51.2360000610352
BM,36.06,-118.39,1953,12,53.2560005187988
BM,36.06,-118.39,1963,1,210.044998168945
BM,36.06,-118.39,1963,2,276.628997802734
BM,36.06,-118.39,1963,3,122.697998046875
BM,36.06,-118.39,1963,4,168.848999023438
BM,36.06,-118.39,1963,5,35.5970001220703
BM,36.06,-118.39,1963,6,10.9799995422363
BM,36.06,-118.39,1963,7,0
BM,36.06,-118.39,1963,8,21.3819999694824
BM,36.06,-118.39,1963,9,29.5030002593994
BM,36.06,-118.39,1963,10,46.7770004272461
BM,36.06,-118.39,1963,11,119.050003051758
BM,36.06,-118.39,1963,12,35.7700004577637
BM,36.06,-118.39,1965,1,144.824005126953
BM,36.06,-118.39,1965,2,17.6609992980957
BM,36.06,-118.39,1965,3,40.8619995117188
BM,36.06,-118.39,1965,4,146.686996459961
BM,36.06,-118.39,1965,5,7.72200012207031
BM,36.06,-118.39,1965,6,1.34899997711182
BM,36.06,-118.39,1965,7,10.7150001525879
BM,36.06,-118.39,1965,8,29.2630004882812
BM,36.06,-118.39,1965,9,7.62799978256226
BM,36.06,-118.39,1965,10,6.26100015640259
BM,36.06,-118.39,1965,11,197.666000366211
BM,36.06,-118.39,1965,12,133.199005126953
BM,36.06,-118.39,1968,1,72.2669982910156
BM,36.06,-118.39,1968,2,56.9119987487793
BM,36.06,-118.39,1968,3,90.3050003051758
BM,36.06,-118.39,1968,4,37.6829986572266
BM,36.06,-118.39,1968,5,31.2700004577637
BM,36.06,-118.39,1968,6,0
BM,36.06,-118.39,1968,7,10.2399997711182
BM,36.06,-118.39,1968,8,0
BM,36.06,-118.39,1968,9,0
BM,36.06,-118.39,1968,10,46.1619987487793
BM,36.06,-118.39,1968,11,67.7310028076172
BM,36.06,-118.39,1968,12,179.585998535156
BM,36.06,-118.39,1974,1,252.682998657227
BM,36.06,-118.39,1974,2,16.0289993286133
BM,36.06,-118.39,1974,3,181.927993774414
BM,36.06,-118.39,1974,4,107.561996459961
BM,36.06,-118.39,1974,5,24.0849990844727
BM,36.06,-118.39,1974,6,1.26600003242493
BM,36.06,-118.39,1974,7,21.44700050354
BM,36.06,-118.39,1974,8,29.8129997253418
BM,36.06,-118.39,1974,9,0
BM,36.06,-118.39,1974,10,54.326000213623
BM,36.06,-118.39,1974,11,26.3419990539551
BM,36.06,-118.39,1974,12,85.6029968261719
BM,36.06,-118.39,1907,1,263.838989257812
BM,36.06,-118.39,1907,2,87.6009979248047
BM,36.06,-118.39,1907,3,319.305999755859
BM,36.06,-118.39,1907,4,64.6669998168945
BM,36.06,-118.39,1907,5,34.0320014953613
BM,36.06,-118.39,1907,6,32.9459991455078
BM,36.06,-118.39,1907,7,8.46100044250488
BM,36.06,-118.39,1907,8,0
BM,36.06,-118.39,1907,9,0
BM,36.06,-118.39,1907,10,40.1209983825684
BM,36.06,-118.39,1907,11,0
BM,36.06,-118.39,1907,12,178.550003051758
BM,36.06,-118.39,1949,1,153.537002563477
BM,36.06,-118.39,1949,2,100.77799987793
BM,36.06,-118.39,1949,3,166.820999145508
BM,36.06,-118.39,1949,4,3.76999998092651
BM,36.06,-118.39,1949,5,51.4420013427734
BM,36.06,-118.39,1949,6,0
BM,36.06,-118.39,1949,7,0
BM,36.06,-118.39,1949,8,5.27299976348877
BM,36.06,-118.39,1949,9,0
BM,36.06,-118.39,1949,10,0.934000015258789
BM,36.06,-118.39,1949,11,78.2310028076172
BM,36.06,-118.39,1949,12,93.9280014038086
BM,36.06,-118.39,1958,1,161.285995483398
BM,36.06,-118.39,1958,2,208.608993530273
BM,36.06,-118.39,1958,3,311.914001464844
BM,36.06,-118.39,1958,4,159.636001586914
BM,36.06,-118.39,1958,5,45.6180000305176
BM,36.06,-118.39,1958,6,6.48799991607666
BM,36.06,-118.39,1958,7,11.5069999694824
BM,36.06,-118.39,1958,8,7.55100011825562
BM,36.06,-118.39,1958,9,24.3579998016357
BM,36.06,-118.39,1958,10,2.32800006866455
BM,36.06,-118.39,1958,11,20.0610008239746
BM,36.06,-118.39,1958,12,6.82800006866455
BM,36.06,-118.39,1978,1,249.231994628906
BM,36.06,-118.39,1978,2,304.575012207031
BM,36.06,-118.39,1978,3,232.192993164062
BM,36.06,-118.39,1978,4,136.617004394531
BM,36.06,-118.39,1978,5,8.77799987792969
BM,36.06,-118.39,1978,6,0
BM,36.06,-118.39,1978,7,4.60599994659424
BM,36.06,-118.39,1978,8,6.24100017547607
BM,36.06,-118.39,1978,9,55.5989990234375
BM,36.06,-118.39,1978,10,0
BM,36.06,-118.39,1978,11,36.4080009460449
BM,36.06,-118.39,1978,12,86.8939971923828
