n,sigma,betas,model,rmse_forecast,rmse_beta,rmse_phi,rmse_sigma,divergent_trans,fr_true_pos,fr_false_pos,phi_true_pos,phi_false_pos,beta_true_pos,beta_false_pos,TPR_threshold,mod_run,prior
1095,1,2,arima,1.83855100834417,0.587273670819106,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.64375553779444,1.07099411872804,0.0529084826262026,0.0602633217754522,0,0,0,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run646.rds,NA
365,1,4,gauss,4.09780040297675,1107.58758634279,0.199091148356008,0.109384166792075,315,0,0.121827411167513,0.2,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run646.rds,NA
365,1,4,arima,3.58966198985256,2.57607461103435,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,1.96983457252991,0.21357714305184,0.0491551160318095,0.0591753841006915,0,0.666666666666667,0.00505050505050505,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run647.rds,NA
730,1,4,gauss,2.20399293788977,0.358065336667147,0.0615320017248585,0.0392696997061551,0,0.666666666666667,0.232323232323232,0.6,0.1,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run647.rds,NA
730,1,4,arima,3.566398826958,1.78081910361936,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.67955051055257,0.755312629999471,0.104483861704199,0.474500706849048,0,0.25,0.00529100529100529,0.6,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run65.rds,NA
730,1,0,gauss,14.3656625191413,89621.2017479684,0.152031971223389,0.675814547313941,233,0.166666666666667,0.227513227513228,0.6,0.6,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run65.rds,NA
730,1,0,arima,14.836549422326,1.09638061078669,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.92496150121281,2.05697515911097,0.191511573363529,0.588963640635219,0,0.454545454545455,0.0105263157894737,0.4,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run650.rds,NA
730,1,0,gauss,18.8894362955243,9943.87852040503,0.250955307174473,1.10139293906099,356,0.454545454545455,0.147368421052632,0.6,0.6,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run650.rds,NA
730,1,0,arima,12.5458196377577,0.378872433481208,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,2.58642589440258,0.541142521239341,0.131920068936011,0.0347807800494863,0,0,0,1,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run652.rds,NA
365,1,2,gauss,3.76234953805129,97.4375013193199,0.350282031317625,0.361520304684375,181,0,0.0463917525773196,0.2,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run652.rds,NA
365,1,2,arima,3.65810272199594,1.18275018957447,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.39652671698479,2.20310303729274,0.0731600522376942,0.107618566281801,1,0.25,0,0.6,0.1,1,1,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run653.rds,NA
730,1,2,gauss,2.69929258202839,2.28511624805439,0.0942172780542671,0.0984979588593127,0,0.25,0.264248704663212,1,0.3,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run653.rds,NA
730,1,2,arima,3.12359028033489,2.28042457543631,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.06231104453284,0.206919957300724,0.0325205523658816,0.127576522954362,0,0.714285714285714,0.00515463917525773,0.4,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run654.rds,NA
1095,1,2,gauss,2.81282842109531,11840.3426122368,0.0559732942519775,0.157742925706988,263,0.571428571428571,0.185567010309278,0.8,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run654.rds,NA
1095,1,2,arima,4.23320717571205,5.05243469826016,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.38337844182717,0.539532744406235,0.0505039295644396,0.0396013647281182,5,0.75,0,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run655.rds,NA
365,1,4,gauss,3.96281502185816,78.5232887510865,0.217616007887622,0.213876209295678,93,0.5,0.050761421319797,0.4,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run655.rds,NA
365,1,4,arima,3.01623472420032,2.39406270758271,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,3.10884481847188,1.06060634332203,0.0571798660863656,0.0227203233868164,5,0,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run656.rds,NA
730,1,4,gauss,3.23304696003272,5.71173188673815,0.136861938885994,0.0353434503416807,103,0,0.16243654822335,1,0.6,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run656.rds,NA
730,1,4,arima,2.56004290441563,6.25046378316707,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,5.8772596973998,1.98262084988236,0.159340452858761,0.267160211340231,1,0,0,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run658.rds,NA
365,1,0,gauss,11.1055790276226,21124.1205188483,0.254220615753867,0.112230863132345,43,0.181818181818182,0.252631578947368,0.2,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run658.rds,NA
365,1,0,arima,3.70222535014716,1.52134728375899,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.31547240036828,2.41238846673779,0.0918034601528099,0.2860775085054,0,0.545454545454545,0.0105263157894737,1,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run659.rds,NA
730,1,0,gauss,17.8481842886242,25851.4270189525,0.165450468803145,0.561567283724138,101,0.545454545454545,0.173684210526316,0.8,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run659.rds,NA
730,1,0,arima,7.71310469896408,1.52630232041588,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,3.1753284233574,1.97646967447653,0.0786161663640839,0.23390135796944,0,0.272727272727273,0.00526315789473684,0.8,0.3,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run660.rds,NA
1095,1,0,gauss,9.27818856079219,36929.7554306119,0.259632649005045,0.519478335767506,343,0.181818181818182,0.163157894736842,0.6,0.9,NA,1,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run660.rds,NA
1095,1,0,arima,6.61242325724952,0.00302817895987166,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.88143421052466,0.816647484540116,0.0649953799746635,0.216978746172752,1,0.5,0,0.6,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run662.rds,NA
730,1,2,gauss,4.76216914514651,24.1944349825047,0.106266214836365,0.237515236691364,284,0.25,0.243523316062176,0.6,0.7,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run662.rds,NA
730,1,2,arima,5.59378419384631,2.14996479898788,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,3.02732864946235,1.23493907143034,0.120260923032307,0.287989859662361,0,0,0.00518134715025907,1,0.5,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run663.rds,NA
1095,1,2,gauss,3.59232108089467,8629.98611380078,0.149238782221591,0.350950370265053,112,0,0.191709844559585,1,0.6,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run663.rds,NA
1095,1,2,arima,7.75033244242893,14.1390751762301,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,4.71082571186543,0.686790041468403,0.129234946827095,0.0442727298794295,0,0,0.0050761421319797,0.8,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run664.rds,NA
365,1,4,gauss,28.5494649012968,13683.1958598345,0.322210565698319,0.270740980922873,63,0,0.065989847715736,0.6,0.4,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run664.rds,NA
365,1,4,arima,6.0036001016707,4.32088296107679,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.50154392394453,0.704154900992998,0.0522945615550161,0.0234674471145571,19,0,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run665.rds,NA
730,1,4,gauss,2.92270516007779,669.059695940086,0.0817364764230041,0.0426036771711465,268,0,0.142131979695431,1,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run665.rds,NA
730,1,4,arima,3.65502970586471,2.47113110922409,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.960715784563,0.910602877199109,0.0413039502175235,0.0264169806413643,8,0.5,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run666.rds,NA
1095,1,4,gauss,3.08692451360758,1738.07967784115,0.0773346669612405,0.0358280953792707,403,0.5,0.17258883248731,1,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run666.rds,NA
1095,1,4,arima,4.178014324763,4.15009963479734,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.80985980064478,1.53220338412023,0.0769746250685491,0.144768345219684,3,0.25,0,1,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run667.rds,NA
365,1,0,gauss,6.09032664935764,185.561563839289,0.270637804204991,0.457353548524342,124,0.333333333333333,0.0582010582010582,0.6,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run667.rds,NA
365,1,0,arima,5.43217101949443,2.22695821880633,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.35650554566679,0.422160235412963,0.0493273893999264,0.225383479506025,0,0.333333333333333,0.0264550264550265,0.2,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run668.rds,NA
730,1,0,gauss,4.55034648919781,6221.43644232675,0.16427207122579,0.467581881166611,187,0.333333333333333,0.174603174603175,0.4,0.9,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run668.rds,NA
730,1,0,arima,7.7887058078164,1.71464781533367,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.09863293056979,0.781656650224421,0.0382863138098844,0.221760024779423,0,0.333333333333333,0.00529100529100529,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run669.rds,NA
1095,1,0,gauss,5.79579695797819,1.02048547687316,0.109946830563366,0.334856043517436,0,0.333333333333333,0.243386243386243,0.6,0.7,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run669.rds,NA
1095,1,0,arima,7.1387222824764,0.818585898579941,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,3.0305750088826,1.36240235802986,0.0810866165628861,0.0654214064641243,0,0.25,0,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run670.rds,NA
365,1,2,gauss,16.8141784367875,8479.03993997286,0.210399103126351,0.318899234250294,179,0.125,0.0984455958549223,0.6,0.4,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run670.rds,NA
365,1,2,arima,6.15485145061805,1.87547632201284,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.33176169195709,0.956565760612474,0.0949794190233739,0.190250390138797,0,0.25,0.00518134715025907,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run671.rds,NA
730,1,2,gauss,12.2628514810025,592.53750521786,0.235092171347804,0.52799989670249,1224,0.25,0.139896373056995,0.6,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run671.rds,NA
730,1,2,arima,4.29433301172371,2.20727692427435,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.73972454689413,0.633794903625793,0.0366034404824255,0.137982988929227,0,0.285714285714286,0.00515463917525773,0.8,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run672.rds,NA
1095,1,2,gauss,7.2071391406994,17029.4500233178,0.167472261264414,0.356416667412642,59,0.285714285714286,0.154639175257732,0.4,0.6,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run672.rds,NA
1095,1,2,arima,5.90367532366003,1.70406885415816,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.1033711454868,0.327702533094208,0.0447766784550064,0.0286596662643644,0,0,0,0.4,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run674.rds,NA
730,1,4,gauss,2.50046420523867,1.39983874782603,0.0666038104535599,0.0273389675624188,42,0.25,0.228426395939086,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run674.rds,NA
730,1,4,arima,2.72473913706604,2.99480576212074,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.63839928942931,0.915892312681753,0.118689702229931,0.0818148895022951,0,0,0,0.8,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run675.rds,NA
1095,1,4,gauss,3.09243670437773,10400.5829195425,0.148756496641067,0.0912583331166841,226,0,0.218274111675127,1,0.9,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run675.rds,NA
1095,1,4,arima,7.75718795051087,10.0284255903316,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,5.91775470425396,3.25908771742618,0.216485985757969,0.559294403894913,0,0.25,0.00529100529100529,1,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run676.rds,NA
365,1,0,gauss,23.3193200548819,45422.3273739822,0.403379729426533,1.47861452054998,163,0.25,0.164021164021164,0.2,0.7,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run676.rds,NA
365,1,0,arima,16.100682024075,4.02271800648355,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.56109018818151,2.01536249580765,0.245835094752175,0.624468087713824,0,0.333333333333333,0.00529100529100529,0.4,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run677.rds,NA
730,1,0,gauss,8.47854035379735,20307.8030481351,0.378539734932805,1.30960926373941,113,0.25,0.100529100529101,0.2,0.7,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run677.rds,NA
730,1,0,arima,12.629780885702,1.82228310661626,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,4.01095250010406,2.17728068305161,0.132547741339313,0.320819502618632,0,0.272727272727273,0.00526315789473684,1,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run678.rds,NA
1095,1,0,gauss,5.90688188485834,14725.7077143478,0.126306814065473,0.434265693159875,128,0.272727272727273,0.136842105263158,1,0.7,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run678.rds,NA
1095,1,0,arima,5.85096482748677,1.51762036742306,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.7482296153074,0.935271471797291,0.0597148077183955,0.124968905014431,0,1,0,1,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run68.rds,NA
730,1,2,gauss,3.59174863740514,584.976560824246,0.143096232846457,0.197238968016108,42,0.714285714285714,0.154639175257732,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run68.rds,NA
730,1,2,arima,7.40878864027792,3.69841271901241,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.59888625893261,0.992098611757582,0.0361803857452698,0.027386863773772,1,0.625,0,0.8,0,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run680.rds,NA
730,1,2,gauss,2.7269826223449,14035.0165983391,0.082568481958266507,0.033673929841495,200,0.75,0.217616580310881,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run680.rds,NA
730,1,2,arima,1.58972051649364,1.54639120693398,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.56376891550142,0.756052985385805,0.044006670970155,0.0800018808620933,5,0.5,0,0.2,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run682.rds,NA
365,1,4,gauss,10.281085546353,6672.42678703173,0.185242415239941,0.130160320521325,149,0.5,0.180904522613065,0.4,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run682.rds,NA
365,1,4,arima,2.63601585461006,2.71871647421694,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.51044759930021,0.593107496741915,0.124988575661555,0.151764449092444,1,0.25,0.0101522842639594,0.6,0.8,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run683.rds,NA
730,1,4,gauss,6.70029128437624,36623.2377600157,0.149761429142861,0.254423635245571,35,0.25,0.213197969543147,0.8,1,0.75,1,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run683.rds,NA
730,1,4,arima,5.28366502540333,1.26598728508222,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.2664478180342,0.478820214988499,0.0568329484393993,0.0714719582740079,32,0.666666666666667,0,0.8,0,1,0.5,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run684.rds,NA
1095,1,4,gauss,2.5616420471894,366.490700790472,0.0726213609983949,0.080671111548396,217,0.333333333333333,0.181818181818182,0.8,0.2,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run684.rds,NA
1095,1,4,arima,1.73650884133898,2.4703623032246,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.2626430446344,2.01046833699324,0.176951282008505,0.229845481164631,0,0.545454545454545,0.0105263157894737,0,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run685.rds,NA
365,1,0,gauss,16.8096183486441,37815.3089465395,0.249337910454383,0.448697932185578,76,0.363636363636364,0.126315789473684,0.6,0.6,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run685.rds,NA
365,1,0,arima,7.48176075926562,3.31149838917911,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.32779115791476,1.21061988577505,0.0703839687058472,0.156868462332983,34,0.7,0.00523560209424084,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run686.rds,NA
730,1,0,gauss,2.56815598579233,16.8821485512358,0.0998067551794226,0.199502671035299,82,0.8,0.151832460732984,0.8,0.4,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run686.rds,NA
730,1,0,arima,3.3702420465146,0.549846309808353,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.74985701150782,1.3682848363349,0.0987566893160812,0.465082746525439,0,0.166666666666667,0,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run687.rds,NA
1095,1,0,gauss,4.17324838114398,11672.0480891529,0.14179199505184,0.631640203752427,266,0.0833333333333333,0.222222222222222,1,0.9,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run687.rds,NA
1095,1,0,arima,7.50626735726514,0.237289198364575,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,3.09109145658873,1.3476298416104,0.0934940035383419,0.0663609540550211,1,0.25,0.0103626943005181,0.6,0,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run688.rds,NA
365,1,2,gauss,4.80733139444098,0.652702656909605,0.22183467732273,0.134878530149264,0,0.125,0.27979274611399,0.4,0.4,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run688.rds,NA
365,1,2,arima,3.71571385034405,2.67627736159203,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.46085094721337,0.593690706861408,0.0583743950839867,0.0405970539989537,1,0.142857142857143,0.00515463917525773,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run689.rds,NA
730,1,2,gauss,3.3269986341207902,0.652530918501441,0.089432040520541,0.102188645762445,0,0.285714285714286,0.211340206185567,0.8,0.4,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run689.rds,NA
730,1,2,arima,2.54305496834961,0.978194326864728,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,3.12288933443917,1.5765003037118,0.0450901499141587,0.199369830342495,0,0.5,0,0.8,0,0.5,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run690.rds,NA
1095,1,2,gauss,4.07506514895921,5323.13176556217,0.125769715665724,0.306186667576396,350,0.333333333333333,0.138461538461538,1,0.8,0.5,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run690.rds,NA
1095,1,2,arima,5.01681712582983,2.23136672456349,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.38148126854336,0.814313118028073,0.0579168977146287,0.0329038435990689,3,0.25,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run691.rds,NA
365,1,4,gauss,3.49664076384912,66.9389151686742,0.278171107013211,0.211407027271076,103,0.5,0.065989847715736,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run691.rds,NA
365,1,4,arima,1.50629955545375,1.93745942355318,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.99406781374873,0.730888728636131,0.0350883590655749,0.0574778970047432,0,0,0.0101522842639594,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run692.rds,NA
730,1,4,gauss,3.65189370933807,12252.3184178136,0.0706242485937901,0.0700666111458379,1070,0.25,0.279187817258883,0.8,0.2,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run692.rds,NA
730,1,4,arima,4.55486766652908,2.86681392616131,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,2.90883266840923,2.1558469395512,0.0572230453361184,0.109291899058649,0,0.416666666666667,0,0.6,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run694.rds,NA
365,1,0,gauss,10.1147558216198,5593.3417338402,0.178572810540642,0.201342432283586,299,0.416666666666667,0.132275132275132,0.4,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run694.rds,NA
365,1,0,arima,4.26086963722326,1.61237358624907,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.27105409554359,0.283884727539045,0.0852360699086586,0.0700376227117421,0,0.636363636363636,0.0315789473684211,0.8,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run695.rds,NA
730,1,0,gauss,6.35790839356943,26799.9794199133,0.175933184377996,0.254411104036683,69,0.454545454545455,0.2,1,0.9,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run695.rds,NA
730,1,0,arima,5.33962603802338,1.51253937214653,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,5.19029119706761,1.50076964990283,0.135462350369403,0.25746818828156,1,0.5,0.00523560209424084,1,0.5,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run696.rds,NA
1095,1,0,gauss,5.40531814819919,17747.9629683537,0.160170938463385,0.337429983742483,1166,0.5,0.256544502617801,0.8,0.7,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run696.rds,NA
1095,1,0,arima,5.93956029856675,0.03492980763774,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.14344959731191,0.895279631759552,0.0511836227997803,0.0362608840121258,10,0.375,0,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run698.rds,NA
730,1,2,gauss,2.57305476832937,940.200949325061,0.0685587483879321,0.0422555040558591,230,0.25,0.238341968911917,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run698.rds,NA
730,1,2,arima,3.24636435665537,1.16763753518628,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,6.48614565117471,1.04004464940552,0.116878806302785,0.249523064472556,0,0.25,0,0.6,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run7.rds,NA
365,1,4,gauss,20.4534326479382,9082.78292289191,0.19981827996009,0.176606521500086,51,0.5,0.197969543147208,0.4,0,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run7.rds,NA
365,1,4,arima,2.13581013377872,1.85858877463593,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.70836733201795,0.388865135135698,0.0953694955349922,0.0476357205378289,1,0,0,0.8,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run70.rds,NA
365,1,4,gauss,3.78288232061234,319.440766544539,0.211305277990122,0.174747410068334,285,0,0.0558375634517767,0.4,0.1,0.4,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run70.rds,NA
365,1,4,arima,2.54672033406451,1.18332272493024,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,4.37130600085578,1.01599917568562,0.0607840484599192,0.108624688783756,0,0,0,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run700.rds,NA
365,1,4,gauss,3.94052272381416,7291.91056090242,0.240079333310178,0.20140204233298,153,0.25,0.177664974619289,0.4,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run700.rds,NA
365,1,4,arima,3.33244661672268,5.75395107571498,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,3.61263058257383,0.642759058835639,0.039375697836688,0.035382084613115,1,0.5,0.0101522842639594,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run701.rds,NA
