n,sigma,betas,model,rmse_forecast,rmse_beta,rmse_phi,rmse_sigma,divergent_trans,fr_true_pos,fr_false_pos,phi_true_pos,phi_false_pos,beta_true_pos,beta_false_pos,TPR_threshold,mod_run,prior
1095,1,4,gauss,1.89675003932931,0.305813563735834,0.0514822400452462,0.0915254813958065,0,0.75,0.182741116751269,1,0.4,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run855.rds,NA
1095,1,4,arima,7.55029097879994,6.19342374938518,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.00374612817569,1.60146816779032,0.104433228441209,0.26445790747477,0,0,0,0.4,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run856.rds,NA
365,1,0,gauss,8.75191109314663,26583.0302391755,0.222834136773562,0.153017479701206,104,0,0.284210526315789,0.2,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run856.rds,NA
365,1,0,arima,6.00483851072059,0.211731153679359,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.96691813961831,1.48128212259557,0.123886590599969,0.33475082434457,0,0.583333333333333,0.0105820105820106,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run857.rds,NA
730,1,0,gauss,6.61181579341567,25714.488333994,0.161832595927861,0.521235270713726,1248,0.5,0.19047619047619,0.6,0.4,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run857.rds,NA
730,1,0,arima,5.97769901213475,1.00303662242664,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.61247525003733,1.29997061767579,0.091447285813678,0.433822537603015,0,0.25,0,0.6,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run858.rds,NA
1095,1,0,gauss,4.18121942298913,2858.67529875997,0.258933994998799,0.727126024543532,116,0.166666666666667,0.105820105820106,0,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run858.rds,NA
1095,1,0,arima,7.02205222276351,0.915055808465809,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,2.39083281074239,0.883088867023046,0.065378894417136,0.0425086195894998,0,0.25,0,0.4,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run859.rds,NA
365,1,2,gauss,3.80455402007734,24.6146472140639,0.209203210805036,0.10483102789928,233,0.25,0.155440414507772,0,0.4,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run859.rds,NA
365,1,2,arima,3.25237704232771,2.00554941893919,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.65534028914741,1.39864268476644,0.318058303807709,0.481477613738253,0,0,0.00515463917525773,0.6,0.5,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run86.rds,NA
730,1,2,gauss,4.42752534488827,9985.20853381711,0.405553180235029,0.726300474103087,125,0,0.175257731958763,0.8,0.6,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run86.rds,NA
730,1,2,arima,7.6751260910492896,4.83742275437456,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,4.99979381312708,1.100017687649,0.160105617875751,0.348023686624501,0,0.125,0,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run860.rds,NA
730,1,2,gauss,4.66656162038036,125.744304500594,0.293899381414195,0.513751215036681,41,0.125,0.181347150259067,0.8,0.6,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run860.rds,NA
730,1,2,arima,9.05913505820636,4.94540010646052,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.32466083605393,2.46499707491583,0.063323693711823,0.037367176017903,24,0,0,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run861.rds,NA
1095,1,2,gauss,2.77521193294435,5422.10061919973,0.0869162342682384,0.0441182627428311,249,0,0.22279792746114,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run861.rds,NA
1095,1,2,arima,2.69418446983594,2.99691514395922,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,3.5993726795914,3.1645301449817,0.0635232842627074,0.0834969498784489,4,0.75,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run863.rds,NA
730,1,4,gauss,4.07061346549271,144.649285721815,0.127227652763949,0.0889208062790387,213,0.5,0.218274111675127,1,0.4,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run863.rds,NA
730,1,4,arima,3.62489525884866,7.88592944640934,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.51409007224456,0.573974459686099,0.125166505712652,0.180853305963321,0,0,0,0.6,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run864.rds,NA
1095,1,4,gauss,2.7670597079655,84.6003055624567,0.216572922046905,0.243910834943264,118,0,0.181818181818182,0.6,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run864.rds,NA
1095,1,4,arima,5.17769629742152,2.08892066121998,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.13370558431313,0.414768521678718,0.126812402607447,0.339065104676276,0,0.25,0.00529100529100529,0.2,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run865.rds,NA
365,1,0,gauss,7.83549630349514,0.596949663639325,0.308524982738711,0.618501616665351,0,0.25,0.19047619047619,0.6,0.8,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run865.rds,NA
365,1,0,arima,9.64643189350231,2.46237970570654,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.37767724222744,3.51871775532112,0.127887988350278,0.321955447245222,0,0.166666666666667,0,0.8,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run866.rds,NA
730,1,0,gauss,5.03955519610121,4859.64134512858,0.262072305848623,0.577077602866234,0,0.0833333333333333,0.174603174603175,0.6,0.8,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run866.rds,NA
730,1,0,arima,8.5241436273404,0.950344613558498,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.75362162011905,1.0828536186255,0.138397464481915,0.549944155397435,0,0.416666666666667,0.00529100529100529,0.8,0.3,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run867.rds,NA
1095,1,0,gauss,10.2854545961736,17080.3784865421,0.210817619767,1.00285735124103,98,0.416666666666667,0.137566137566138,0.6,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run867.rds,NA
1095,1,0,arima,7.68166537327743,1.57051919307181,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,3.94294126726199,2.38761569519178,0.0700838418055792,0.25373720587272097,0,0.125,0,0.8,0,0.5,0,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run868.rds,NA
365,1,2,gauss,5.99185709118833,3.64376251473196,0.317073943796838,0.12217838148679,0,0.125,0.243523316062176,0.4,0.7,0,1,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run868.rds,NA
365,1,2,arima,4.5584035177823,5.22864373740625,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.22681258841003,1.18859650287261,0.0405902738077043,0.0236663400136135,3,0.875,0,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run869.rds,NA
730,1,2,gauss,2.56453216974584,6307.8538315091,0.103238523732453,0.0439456952525093,237,0.875,0.170984455958549,1,0.3,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run869.rds,NA
730,1,2,arima,3.79805093977486,2.99884319536572,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.26603490196837,1.25999378004472,0.051564078066797,0.148063284330743,0,0.142857142857143,0.00515463917525773,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run87.rds,NA
1095,1,2,gauss,3.53746197570551,13810.458903956,0.253252217213331,0.43903971941719,150,0.142857142857143,0.170103092783505,0.4,0.4,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run87.rds,NA
1095,1,2,arima,6.31564732908929,4.40449439030618,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,3.09497887093069,0.589391998753964,0.0824551382517189,0.05479683874541,1,0,0,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run871.rds,NA
365,1,4,gauss,4.14130073327284,195.852206560053,0.391977833348616,0.517230766292413,103,0,0.0152284263959391,0.4,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run871.rds,NA
365,1,4,arima,2.23982681897327,1.42542588712429,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,4.24172848341943,0.52076120375113,0.0428868745406645,0.025175868286463,0,0,0.00505050505050505,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run872.rds,NA
730,1,4,gauss,4.3347396852564,11120.7388883677,0.0841043156881575,0.0301584416016229,114,0,0.171717171717172,0.8,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run872.rds,NA
730,1,4,arima,3.96277115981384,2.89769969789693,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,1.80494878879489,0.183789854814823,0.0286544702232945,0.0556319119981493,0,0.666666666666667,0.00505050505050505,0.8,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run873.rds,NA
1095,1,4,gauss,2.4374564833902,667.191169784277,0.0467901003123881,0.071306913439804,273,0.333333333333333,0.212121212121212,0.8,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run873.rds,NA
1095,1,4,arima,1.31950322373017,3.34080853254142,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.33364358950262,1.79619839780103,0.0960438162958134,0.0414772464830827,0,0.166666666666667,0,0.6,0.1,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run874.rds,NA
365,1,0,gauss,12.8344064230702,11290.26821711,0.209209466492912,0.205848498569057,80,0.333333333333333,0.232804232804233,0.4,0.6,NA,1,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run874.rds,NA
365,1,0,arima,3.36177166756881,0.599122005357717,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.26136441906597,1.12274229738548,0.0334049191590334,0.0283633891600628,1,0.3,0,0.8,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run875.rds,NA
730,1,0,gauss,3.40640354064358,5663.8976858221,0.0588060480318956,0.0408342329547611,211,0.4,0.209424083769634,0.8,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run875.rds,NA
730,1,0,arima,1.54604719624751,1.15502466529114,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,2.44715690615948,0.870665925251447,0.115219165957113,0.109980403840577,0,0.625,0.0155440414507772,0.8,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run877.rds,NA
365,1,2,gauss,4.12294952754223,1.06527653704079,0.229967380625832,0.113868861104745,12,0.625,0.176165803108808,0.2,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run877.rds,NA
365,1,2,arima,5.93496693720971,4.3578466998082,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.11591816526202,2.09956923710758,0.111789887953989,0.13176362766525,0,0.428571428571429,0.0103092783505155,1,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run878.rds,NA
730,1,2,gauss,3.97640361418164,29178.7747003322,0.182741493850123,0.288622775743824,27,0.285714285714286,0.195876288659794,1,0.7,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run878.rds,NA
730,1,2,arima,3.97796280083128,3.31513256918507,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.78689458135247,1.33887069831571,0.0623968795415098,0.0222959388799864,0,0,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run881.rds,NA
730,1,4,gauss,3.3446667926463,5689.30279446832,0.080576574083075,0.0249051787948257,128,0,0.203045685279188,1,0.3,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run881.rds,NA
730,1,4,arima,2.21651971480799,10.1789962162064,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.57153894296626,0.536614928886456,0.0367478214268566,0.0180979578465579,2,0.666666666666667,0,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run882.rds,NA
1095,1,4,gauss,2.51363470331787,1.09682301667496,0.0575037211882691,0.0256312096096733,31,0.666666666666667,0.237373737373737,0.6,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run882.rds,NA
1095,1,4,arima,2.800680269136,2.61310186450912,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.94897247124423,0.891030376195175,0.0415603088733099,0.0225107221420634,7,0,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run89.rds,NA
730,1,4,gauss,2.90678146150076,13.2825392538281,0.10179021744507,0.0333467821992233,163,0,0.17258883248731,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run89.rds,NA
730,1,4,arima,2.01138259366802,3.48184174695574,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.25149363276582,0.701495277619338,0.0366933729767392,0.0177129310229898,0,0.5,0.0050761421319797,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run891.rds,NA
1095,1,4,gauss,2.29255168244989,11.5270286824441,0.0488053053347464,0.0196531842627154,197,0.5,0.218274111675127,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run891.rds,NA
1095,1,4,arima,2.09552230212048,4.18787267727953,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.66566168033027,3.76567494765831,0.101118917842593,0.0778907191405911,0,0.3,0,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run892.rds,NA
365,1,0,gauss,4.66506055164602,6.72953832332129,0.193151424458697,0.140851587793989,0,0.3,0.18848167539267,0.2,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run892.rds,NA
365,1,0,arima,3.96417508222551,10.1021305133093,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,1.91901036173577,0.558886196359929,0.0601393059633153,0.066249514831114,0,0.1,0.0157068062827225,0.8,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run893.rds,NA
730,1,0,gauss,2.62290473777352,43.5419333602251,0.0811794323042471,0.112698791059838,164,0.1,0.172774869109948,0.8,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run893.rds,NA
730,1,0,arima,5.19650650306696,0.754908577705255,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,3.04620356664338,1.26141886319011,0.0282920927189602,0.0188340214351723,4,0.5,0,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run9.rds,NA
1095,1,4,gauss,3.39414269694622,11564.3028201274,0.0707567316219498,0.0211689722892532,112,0.5,0.182741116751269,1,0.3,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run9.rds,NA
1095,1,4,arima,2.92636810209069,5.29053718178814,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.68811306656517,0.640646260499199,0.208474179666112,0.227750080082673,19,0,0,0.8,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run90.rds,NA
1095,1,4,gauss,2.9417949737781,41.8046581060217,0.243443239392745,0.269344833820746,167,0,0.187817258883249,0.8,0.4,0.4,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run90.rds,NA
1095,1,4,arima,5.30793176501939,1.98481837402634,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,3.10248197785421,0.748841665315337,0.0930490078018163,0.110174670265925,0,0.5,0,0.4,0,0.75,0,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run907.rds,NA
365,1,4,gauss,6.72191158947154,12249.01613813,0.206421174639979,0.172645782789094,400,0.5,0.0964467005076142,0.2,0,0.5,0,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run907.rds,NA
365,1,4,arima,3.13484557072069,2.5508228957905,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.13680678884562,0.61751455418708,0.0415677119427672,0.0987332381798716,0,0,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run908.rds,NA
730,1,4,gauss,2.46901931845258,8.43525966488765,0.0703864001042406,0.108870692803582,207,0,0.16751269035533,1,0.2,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run908.rds,NA
730,1,4,arima,3.56585798726437,2.09138121322604,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,1.78357352162281,0.17013318846397,0.0304679834316257,0.0175291792375199,0,0.75,0,0.8,0,0.75,1,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run909.rds,NA
1095,1,4,gauss,1.8168786958324,0.271267224839151,0.0456295398232259,0.0217534771317834,0,0.75,0.192893401015228,0.8,0.2,0.75,0,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run909.rds,NA
1095,1,4,arima,2.06615797618417,2.06283848798501,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.07651214080389,1.16817547695171,0.159114184861815,0.305849228772506,0,0.3,0.0209424083769634,0.8,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run91.rds,NA
365,1,0,gauss,21.2999687429419,21881.1475198669,0.291406337124778,0.600312735248119,39,0.1,0.162303664921466,0.8,0.9,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run91.rds,NA
365,1,0,arima,6.77285046188553,0.410031276430445,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,2.90945949001345,2.35642020010834,0.134419917027226,0.413954215784185,0,0.5,0.00529100529100529,0.4,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run910.rds,NA
365,1,0,gauss,42.5961249912106,25058.2326230056,0.207167699708456,0.842119050394387,179,0.25,0.148148148148148,0.6,0.6,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run910.rds,NA
365,1,0,arima,10.0999010403396,1.29600730041733,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,5.50802574475095,2.20302865700922,0.051917689419884,0.0346145873368612,0,0.363636363636364,0.0105263157894737,1,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run911.rds,NA
730,1,0,gauss,7.95471310435304,21917.9811396708,0.134523466990864,0.0805045168579604,36,0.545454545454545,0.168421052631579,1,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run911.rds,NA
730,1,0,arima,5.35462870147602,0.678091232477209,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,3.08748265465385,2.52521968783887,0.132288925874295,0.1578421955433,1,0,0.0310880829015544,0.8,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run913.rds,NA
365,1,2,gauss,4.81031825103602,1.5442355588143999,0.29840484531489,0.71012828500092,16,0,0.0362694300518135,0.4,0.2,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run913.rds,NA
365,1,2,arima,7.67484146384371,1.80885903790589,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.87211176350597,1.08028084068914,0.0965141608626064,0.259926550898637,0,0,0.0102564102564103,1,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run914.rds,NA
730,1,2,gauss,4.10336793314208,5988.05048186415,0.119888816611592,0.309770404676349,289,0,0.2,1,0.1,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run914.rds,NA
730,1,2,arima,3.11407145938679,0.485570183222839,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.34734088264719,0.817896673000778,0.0353198899238064,0.0369964206673967,3,0.333333333333333,0.00505050505050505,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run917.rds,NA
730,1,4,gauss,2.82808371387395,4349.13100416608,0.0977247365523534,0.0431529581656132,214,0.333333333333333,0.232323232323232,0.6,0.6,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run917.rds,NA
730,1,4,arima,4.76800082555688,2.83087152876056,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.52435907782858,1.65258474782655,0.172858879457735,0.32742412661166,0,0.181818181818182,0,0.8,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run919.rds,NA
365,1,0,gauss,5.41985221937725,0.548104827377941,0.310598011140576,0.596162849881596,0,0.272727272727273,0.157894736842105,0.4,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run919.rds,NA
365,1,0,arima,15.3940685685198,7.75439451787669,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.52270735973859,2.07968488999672,0.0463380359585532,0.0494867547547314,0,0.3,0,1,0,NA,1,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run92.rds,NA
730,1,0,gauss,2.87595789768876,2.78193474219409,0.0647511657134316,0.0346957415443023,16,0.5,0.246073298429319,1,0.1,NA,1,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run92.rds,NA
730,1,0,arima,2.22297271179476,0.0780806042838588,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.94773953249826,1.80205821355252,0.0613228076585225,0.1632874642141,2,0.6,0.00523560209424084,0.4,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run920.rds,NA
730,1,0,gauss,3.64418599436719,12909.0375563275,0.0912455326220754,0.200473402929096,141,0.6,0.183246073298429,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run920.rds,NA
730,1,0,arima,3.86504817948891,0.251541030369962,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.75580177391041,1.23160607943072,0.0713015157183236,0.225350964113058,0,0.25,0.0103626943005181,0.6,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run923.rds,NA
730,1,2,gauss,6.12477051805402,2498.86391498677,0.0924218452322785,0.250018636068425,360,0.25,0.217616580310881,0.6,0.4,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run923.rds,NA
730,1,2,arima,3.58621533614844,4.80821239882386,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.9164439028125,0.730443237167301,0.123461069801958,0.101558231120691,0,0.5,0,0.6,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run925.rds,NA
365,1,4,gauss,6.19907069416276,5484.41915751068,0.243677252258233,0.0932889131390272,230,0.25,0.182741116751269,0.6,0.6,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run925.rds,NA
365,1,4,arima,3.40760129003545,1.99784199121922,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,3.08257818203996,1.1928439837572,0.0372925710168968,0.0452373128488508,1,0,0,0.6,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run926.rds,NA
730,1,4,gauss,3.44720051987005,2.4063321817278,0.0657615688060214,0.0462682464463062,61,0,0.223350253807107,0.6,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run926.rds,NA
730,1,4,arima,3.11734922392644,2.33127333000576,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.0544955234454,0.690729802748183,0.0467326815795852,0.0177128808025458,5,0.75,0,1,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run927.rds,NA
1095,1,4,gauss,2.43633145326746,0.797893566055133,0.0762774103550738,0.0230701685167525,17,0.75,0.16751269035533,1,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run927.rds,NA
1095,1,4,arima,2.94962396337045,2.87652692257173,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.14079463342673,1.40004505246845,0.0800021727638732,0.314724105982016,0,0.5,0.0317460317460317,0.4,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run928.rds,NA
365,1,0,gauss,20.8365851027414,979.293588281438,0.244696984819634,0.397441765003467,1236,0.333333333333333,0.291005291005291,0.6,0.6,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run928.rds,NA
365,1,0,arima,5.97946143001162,0.251213870354582,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.24605275919564,1.78312160322915,0.0964333161992186,0.214267925711785,1,0.444444444444444,0.0104166666666667,0.6,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run929.rds,NA
730,1,0,gauss,9.28366862907861,8951.44891484848,0.12723289207403,0.321742890856895,1221,0.444444444444444,0.171875,0.6,0.6,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_01_03/simdat_run929.rds,NA
730,1,0,arima,4.69452889791284,0.311590716206344,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
